iter	Passed	Remaining
484	2711	2879
485	2716	2872
486	2721	2866
487	2725	2859
488	2729	2852
489	2734	2846
490	2739	2839
491	2743	2832
492	2747	2825
493	2753	2820
494	2757	2813
495	2761	2806
496	2766	2799
497	2771	2793
498	2775	2787
499	2779	2779
500	2786	2775
501	2791	2769
502	2796	2762
503	2802	2757
504	2806	2750
505	2811	2744
506	2816	2738
507	2820	2731
508	2825	2725
509	2829	2718
510	2835	2713
511	2840	2707
512	2845	2701
513	2850	2694
514	2855	2688
515	2860	2683
516	2866	2678
517	2871	2672
518	2876	2665
519	2882	2660
520	2886	2653
521	2890	2647
522	2897	2642
523	2902	2636
524	2906	2630
525	2912	2624
526	2916	2617
527	2920	2611
528	2925	2604
529	2930	2599
530	2935	2592
531	2939	2586
532	2945	2580
533	2949	2574
534	2953	2567
535	2959	2561
536	2963	2554
537	2968	2548
538	2973	2543
539	2978	2537
540	2982	2530
541	2987	2524
542	2993	2519
543	2998	2513
544	3003	2507
545	3008	2501
546	3012	2494
547	3016	2488
548	3021	2481
549	3026	2476
550	3030	2469
551	3052	2477
552	3059	2473
553	3066	2468
554	3078	2468
555	3085	2464
556	3095	2462
557	3102	2457
558	3110	2454
559	3117	2449
560	3127	2447
561	3133	2442
562	3142	2439
563	3148	2433
564	3158	2431
565	3163	2425
566	3174	2424
567	3179	2418
568	3188	2415
569	3193	2409
570	3201	2405
571	3206	2399
572	3211	2393
573	3221	2390
574	3227	2385
575	3236	2382
576	3241	2376
577	3264	2383
578	3270	2377
579	3278	2373
580	3289	2372
581	3296	2367
582	3302	2362
583	3308	2356
584	3316	2352
585	3322	2347
586	3329	2342
587	3336	2337
588	3341	2331
589	3351	2328
590	3356	2323
591	3365	2319
592	3370	2313
593	3379	2309
594	3384	2303
595	3389	2297
596	3396	2292
597	3401	2286
598	3408	2281
599	3414	2276
600	3421	2271
601	3429	2267
602	3439	2264
603	3445	2258
604	3451	2253
605	3482	2264
606	3491	2260
607	3496	2254
608	3504	2250
609	3510	2244
610	3517	2239
611	3525	2235
612	3531	2229
613	3538	2224
614	3543	2218
615	3553	2215
616	3559	2209
617	3567	2204
618	3572	2198
619	3578	2192
620	3585	2188
621	3590	2182
622	3599	2178
623	3604	2172
624	3610	2166
625	3617	2161
626	3622	2154
627	3629	2150
628	3635	2144
629	3640	2138
630	3648	2133
631	3653	2127
632	3659	2121
633	3665	2116
634	3671	2110
635	3680	2106
636	3686	2100
637	3694	2096
638	3700	2090
639	3706	2085
640	3714	2080
641	3721	2074
642	3728	2070
643	3734	2064
644	3742	2059
645	3747	2053
646	3752	2047
647	3761	2043
648	3767	2037
649	3774	2032
650	3779	2026
651	3785	2020
652	3792	2015
653	3798	2009
654	3807	2005
655	3814	2000
656	3823	1995
657	3828	1989
658	3834	1983
659	3840	1978
660	3846	1972
661	3853	1967
662	3858	1961
663	3863	1955
664	3869	1949
665	3874	1943
666	3879	1936
667	3887	1931
668	3891	1925
669	3898	1920
670	3903	1913
671	3908	1907
672	3914	1901
673	3921	1896
674	3926	1890
675	3932	1884
676	3936	1878
677	3942	1872
678	3949	1867
679	3955	1861
680	3960	1855
681	3965	1849
682	3970	1842
683	3975	1836
684	3982	1831
685	3987	1825
686	3992	1818
687	3997	1813
688	4002	1806
689	4008	1800
690	4013	1794
691	4018	1788
692	4022	1782
693	4028	1776
694	4032	1769
695	4037	1763
696	4044	1758
697	4048	1751
698	4053	1745
699	4060	1740
700	4065	1734
701	4070	1727
702	4075	1722
703	4080	1715
704	4085	1709
705	4091	1703
706	4095	1697
707	4100	1691
708	4106	1685
709	4111	1679
710	4116	1673
711	4122	1667
712	4128	1661
713	4133	1655
714	4138	1649
715	4143	1643
716	4147	1637
717	4151	1630
718	4156	1624
719	4163	1618
720	4169	1613
721	4174	1607
722	4180	1601
723	4184	1595
724	4190	1589
725	4198	1584
726	4204	1578
727	4209	1572
728	4214	1566
729	4220	1561
730	4226	1555
731	4231	1549
732	4236	1543
733	4242	1537
734	4248	1531
735	4254	1526
736	4259	1520
737	4266	1514
738	4271	1508
739	4276	1502
740	4282	1496
741	4286	1490
742	4292	1484
743	4299	1479
744	4305	1473
745	4311	1467
746	4317	1462
747	4322	1456
748	4329	1450
749	4335	1445
750	4339	1438
751	4345	1432
752	4349	1426
753	4354	1420
754	4360	1415
755	4366	1409
756	4370	1403
757	4376	1397
758	4380	1390
759	4384	1384
760	4390	1378
761	4394	1372
762	4399	1366
763	4403	1360
764	4416	1356
765	4420	1350
766	4425	1344
767	4430	1338
768	4435	1332
769	4441	1326
770	4445	1320
771	4449	1314
772	4454	1308
773	4459	1302
774	4463	1295
775	4468	1289
776	4474	1284
777	4479	1278
778	4484	1272
779	4489	1266
780	4494	1260
781	4499	1254
782	4506	1248
783	4511	1242
784	4515	1236
785	4523	1231
786	4528	1225
787	4533	1219
788	4538	1213
789	4543	1207
790	4548	1201
791	4554	1196
792	4561	1190
793	4567	1185
794	4572	1179
795	4577	1173
796	4586	1168
797	4590	1162
798	4594	1155
799	4600	1150
800	4604	1143
801	4609	1137
802	4614	1132
803	4619	1126
804	4624	1120
805	4628	1114
806	4633	1108
807	4638	1102
808	4642	1096
809	4648	1090
810	4652	1084
811	4656	1078
812	4662	1072
813	4667	1066
814	4671	1060
815	4676	1054
816	4683	1049
817	4687	1043
818	4694	1037
819	4713	1034
820	4717	1028
821	4722	1022
822	4729	1017
823	4735	1011
824	4739	1005
825	4746	999
826	4751	994
827	4756	988
828	4762	982
829	4766	976
830	4772	970
831	4777	964
832	4782	958
833	4786	952
834	4791	946
835	4797	941
836	4801	935
837	4807	929
838	4812	923
839	4817	917
840	4823	911
841	4828	906
842	4832	900
843	4839	894
844	4844	888
845	4848	882
846	4855	877
847	4860	871
848	4865	865
849	4897	864
850	4909	859
851	4926	855
852	4933	850
853	4938	844
854	4943	838
855	4952	833
856	4958	827
857	4964	821
858	4968	815
859	4973	809
860	4979	803
861	4984	797
862	4988	791
863	4993	786
864	4998	780
865	5003	774
866	5009	768
867	5016	762
868	5021	757
869	5028	751
870	5034	745
871	5039	739
872	5044	733
873	5064	730
874	5068	724
875	5075	718
876	5081	712
877	5085	706
878	5091	700
879	5096	695
880	5101	689
881	5107	683
882	5112	677
883	5116	671
884	5123	665
885	5128	659
886	5132	653
887	5140	648
888	5145	642
889	5151	636
890	5156	630
891	5161	624
892	5165	618
893	5171	613
894	5175	607
895	5180	601
896	5186	595
897	5191	589
898	5196	583
899	5202	578
900	5206	572
901	5211	566
902	5218	560
903	5222	554
904	5228	548
905	5234	543
906	5239	537
907	5243	531
908	5249	525
909	5253	519
910	5258	513
911	5264	507
912	5269	502
913	5273	496
914	5277	490
915	5283	484
916	5288	478
917	5292	472
918	5298	467
919	5303	461
920	5307	455
921	5313	449
922	5317	443
923	5323	437
924	5330	432
925	5335	426
926	5340	420
927	5349	415
928	5368	410
929	5373	404
930	5379	398
931	5384	392
932	5390	387
933	5396	381
934	5401	375
935	5406	369
936	5411	363
937	5418	358
938	5423	352
939	5428	346
940	5433	340
941	5438	334
942	5443	329
943	5449	323
944	5454	317
945	5460	311
946	5466	305
947	5471	300
948	5476	294
949	5481	288
950	5486	282
951	5491	276
952	5496	271
953	5501	265
954	5507	259
955	5512	253
956	5520	248
957	5525	242
958	5530	236
959	5536	230
960	5542	224
961	5547	219
962	5556	213
963	5562	207
964	5569	202
965	5575	196
966	5581	190
967	5586	184
968	5592	178
969	5598	173
970	5604	167
971	5613	161
972	5622	156
973	5630	150
974	5654	144
975	5662	139
976	5675	133
977	5690	128
978	5703	122
979	5716	116
980	5729	110
981	5739	105
982	5756	99
983	5770	93
984	5797	88
985	5807	82
986	5815	76
987	5821	70
988	5838	64
989	5850	59
990	5858	53
991	5879	47
992	5892	41
993	5911	35
994	5930	29
995	5942	23
996	5948	17
997	5958	11
998	5965	5
999	5975	0
