iter	Passed	Remaining
145	917	5365
146	923	5356
147	928	5344
148	933	5328
149	938	5316
150	942	5300
151	946	5281
152	951	5264
153	956	5251
154	959	5233
155	963	5214
156	967	5195
157	972	5181
158	976	5164
159	980	5147
160	984	5130
161	988	5113
162	992	5096
163	996	5078
164	1002	5074
165	1007	5060
166	1011	5045
167	1017	5037
168	1023	5031
169	1028	5019
170	1032	5007
171	1037	4995
172	1042	4983
173	1046	4969
174	1052	4961
175	1056	4947
176	1061	4936
177	1066	4926
178	1071	4913
179	1075	4899
180	1079	4884
181	1084	4874
182	1088	4860
183	1092	4846
184	1097	4834
185	1101	4821
186	1107	4814
187	1111	4801
188	1117	4793
189	1121	4782
190	1126	4769
191	1131	4762
192	1136	4750
193	1140	4739
194	1145	4728
195	1149	4716
196	1153	4703
197	1158	4690
198	1163	4683
199	1167	4671
200	1171	4658
201	1176	4646
202	1197	4699
203	1201	4689
204	1205	4676
205	1211	4670
206	1217	4663
207	1221	4651
208	1228	4649
209	1233	4639
210	1237	4626
211	1242	4618
212	1247	4608
213	1251	4596
214	1255	4584
215	1262	4583
216	1266	4571
217	1271	4561
218	1277	4554
219	1286	4561
220	1291	4553
221	1296	4542
222	1300	4531
223	1304	4520
224	1309	4510
225	1314	4500
226	1318	4490
227	1320	4472
228	1326	4465
229	1331	4456
230	1335	4444
231	1340	4437
232	1344	4427
233	1348	4415
234	1352	4404
235	1357	4395
236	1362	4385
237	1366	4375
238	1371	4365
239	1375	4356
240	1380	4346
241	1384	4336
242	1389	4328
243	1393	4318
244	1398	4308
245	1403	4300
246	1408	4292
247	1412	4281
248	1416	4271
249	1423	4270
250	1428	4262
251	1432	4251
252	1438	4248
253	1443	4239
254	1447	4230
255	1453	4224
256	1457	4214
257	1462	4204
258	1466	4194
259	1471	4186
260	1475	4176
261	1479	4166
262	1483	4158
263	1488	4149
264	1492	4139
265	1498	4135
266	1503	4127
267	1507	4117
268	1512	4109
269	1517	4103
270	1522	4095
271	1526	4086
272	1531	4077
273	1535	4068
274	1539	4059
275	1543	4049
276	1548	4042
277	1552	4033
278	1557	4026
279	1561	4016
280	1566	4008
281	1570	3999
282	1574	3989
283	1578	3980
284	1583	3972
285	1587	3963
286	1591	3954
287	1596	3946
288	1601	3938
289	1605	3929
290	1609	3920
291	1614	3914
292	1618	3905
293	1622	3896
294	1626	3887
295	1634	3887
296	1639	3881
297	1645	3875
298	1651	3870
299	1655	3863
300	1660	3856
301	1665	3849
302	1670	3841
303	1674	3833
304	1679	3827
305	1684	3819
306	1688	3810
307	1696	3811
308	1700	3803
309	1705	3795
310	1710	3789
311	1714	3781
312	1719	3773
313	1724	3766
314	1729	3761
315	1733	3753
316	1738	3745
317	1743	3738
318	1748	3732
319	1752	3725
320	1758	3718
321	1763	3714
322	1768	3707
323	1775	3704
324	1781	3699
325	1785	3692
326	1794	3692
327	1799	3686
328	1806	3683
329	1812	3679
330	1817	3672
331	1826	3674
332	1831	3668
333	1841	3672
334	1846	3666
335	1858	3671
336	1863	3665
337	1870	3663
338	1875	3657
339	1880	3651
340	1898	3669
341	1903	3662
342	1907	3654
343	1911	3645
344	1917	3640
345	1921	3631
346	1925	3623
347	1929	3615
348	1934	3608
349	1939	3601
350	1943	3592
351	1948	3586
352	1952	3578
353	1956	3570
354	1960	3562
355	1965	3556
356	1970	3548
357	1974	3540
358	1978	3531
359	1983	3525
360	1987	3517
361	1991	3510
362	1996	3503
363	2000	3494
364	2004	3487
365	2008	3478
366	2013	3472
367	2018	3466
368	2022	3458
369	2026	3449
370	2032	3445
371	2036	3438
372	2040	3429
373	2045	3423
374	2051	3419
375	2055	3411
376	2060	3404
377	2100	3456
378	2106	3451
379	2119	3457
380	2123	3449
381	2128	3444
382	2133	3437
383	2138	3429
384	2143	3423
385	2147	3416
386	2151	3408
387	2155	3400
388	2160	3394
389	2165	3386
390	2169	3378
391	2172	3370
392	2177	3363
393	2181	3355
394	2186	3348
395	2190	3341
396	2194	3333
397	2198	3325
398	2202	3318
399	2207	3311
400	2211	3303
401	2216	3296
402	2220	3288
403	2225	3282
404	2229	3275
405	2233	3267
406	2237	3259
407	2242	3254
408	2247	3246
409	2250	3239
410	2255	3232
411	2261	3227
412	2267	3222
413	2272	3217
414	2278	3212
415	2283	3205
416	2288	3199
417	2293	3193
418	2297	3185
419	2302	3179
420	2307	3173
421	2311	3166
422	2315	3158
423	2322	3154
424	2326	3147
425	2330	3140
426	2335	3134
427	2340	3128
428	2345	3121
429	2350	3115
430	2355	3110
431	2360	3103
432	2364	3096
433	2370	3091
434	2375	3085
435	2380	3079
436	2386	3074
437	2391	3068
438	2396	3061
439	2401	3056
440	2406	3050
441	2411	3043
442	2416	3038
443	2421	3032
444	2426	3025
445	2430	3019
446	2435	3013
447	2440	3006
448	2444	3000
449	2450	2994
450	2455	2988
451	2459	2981
452	2465	2976
453	2470	2971
454	2475	2965
455	2481	2960
456	2487	2955
457	2492	2949
458	2498	2944
459	2502	2938
460	2506	2930
461	2511	2924
462	2515	2917
463	2519	2910
464	2523	2903
465	2529	2898
466	2533	2891
467	2537	2885
468	2542	2878
469	2548	2873
470	2552	2867
471	2556	2860
472	2561	2854
473	2565	2847
474	2570	2840
475	2574	2834
476	2579	2827
477	2583	2821
478	2588	2815
479	2593	2810
480	2598	2803
481	2603	2797
482	2608	2791
483	2612	2785
484	2617	2778
485	2621	2772
486	2626	2766
487	2630	2759
488	2635	2753
489	2639	2747
490	2644	2741
491	2650	2736
492	2655	2730
493	2659	2724
494	2666	2720
495	2670	2713
496	2675	2708
497	2680	2702
498	2684	2695
499	2690	2690
500	2696	2685
501	2700	2679
502	2706	2674
503	2711	2668
504	2715	2661
505	2719	2655
506	2724	2648
507	2728	2642
508	2732	2635
509	2737	2630
510	2742	2623
511	2746	2617
512	2750	2611
513	2756	2606
514	2760	2599
515	2764	2592
516	2769	2586
517	2773	2580
518	2776	2573
519	2781	2567
520	2786	2561
521	2790	2555
522	2795	2549
523	2800	2543
524	2804	2537
525	2808	2530
526	2812	2524
527	2817	2518
528	2821	2512
529	2825	2506
530	2830	2499
531	2835	2494
532	2839	2487
533	2843	2481
534	2847	2474
535	2852	2469
536	2856	2463
537	2860	2456
538	2865	2450
539	2870	2444
540	2874	2439
541	2879	2432
542	2884	2427
543	2889	2422
544	2894	2416
545	2900	2411
546	2904	2405
547	2908	2398
548	2912	2392
549	2917	2386
550	2921	2380
551	2925	2374
552	2930	2368
553	2934	2362
554	2938	2356
555	2942	2349
556	2948	2344
557	2952	2338
558	2956	2332
559	2961	2326
560	2966	2321
561	2970	2315
562	2974	2308
563	2979	2303
564	2983	2297
565	2987	2290
566	2991	2284
567	2996	2278
568	3000	2272
569	3004	2266
570	3009	2261
571	3013	2255
572	3017	2248
573	3021	2242
574	3026	2237
575	3031	2231
576	3035	2225
577	3040	2220
578	3045	2214
579	3050	2208
580	3054	2202
581	3059	2197
582	3064	2191
583	3069	2186
584	3075	2181
585	3079	2175
586	3085	2170
587	3090	2165
588	3095	2159
589	3099	2153
590	3103	2147
591	3108	2142
592	3113	2136
593	3117	2130
594	3121	2124
595	3126	2119
596	3130	2113
597	3134	2107
598	3139	2102
599	3145	2096
600	3149	2091
601	3155	2086
602	3159	2080
603	3164	2074
604	3167	2068
605	3173	2063
606	3179	2058
607	3183	2052
608	3189	2047
609	3193	2042
610	3198	2036
611	3203	2031
612	3209	2026
613	3215	2021
614	3225	2018
615	3230	2013
616	3241	2012
617	3248	2008
618	3258	2005
619	3264	2001
620	3276	1999
621	3283	1995
622	3288	1990
623	3294	1985
624	3299	1979
625	3304	1974
626	3309	1969
627	3315	1963
628	3320	1958
629	3326	1953
630	3333	1949
631	3340	1944
632	3345	1939
633	3353	1935
634	3357	1930
635	3362	1924
636	3368	1919
637	3372	1913
638	3377	1908
639	3382	1902
640	3386	1896
641	3391	1890
642	3395	1885
643	3400	1879
644	3405	1874
645	3409	1868
646	3414	1863
647	3419	1857
648	3423	1851
649	3429	1846
650	3433	1840
651	3437	1834
652	3442	1829
653	3446	1823
654	3451	1817
655	3455	1812
656	3463	1808
657	3468	1802
658	3474	1797
659	3480	1793
660	3485	1787
661	3490	1782
662	3497	1777
663	3501	1771
664	3505	1765
665	3511	1760
666	3515	1755
667	3520	1749
668	3524	1743
669	3530	1739
670	3535	1733
671	3542	1728
672	3548	1724
673	3553	1718
674	3562	1715
675	3569	1710
676	3579	1707
677	3585	1702
678	3594	1699
679	3599	1694
680	3607	1689
681	3612	1684
682	3617	1678
683	3625	1674
684	3629	1669
685	3634	1663
686	3641	1659
687	3646	1653
688	3650	1647
689	3655	1642
690	3659	1636
691	3663	1630
692	3668	1625
693	3673	1619
694	3677	1613
695	3681	1608
696	3687	1602
697	3691	1597
698	3695	1591
699	3700	1585
700	3704	1580
701	3708	1574
702	3712	1568
703	3717	1563
704	3721	1557
705	3725	1551
706	3730	1545
707	3734	1540
708	3738	1534
709	3742	1528
710	3746	1523
711	3751	1517
712	3755	1511
713	3759	1506
714	3764	1500
715	3769	1495
716	3773	1489
717	3777	1483
718	3782	1478
719	3786	1472
720	3790	1466
721	3794	1461
722	3799	1455
723	3804	1450
724	3809	1444
725	3814	1439
726	3820	1434
727	3825	1429
728	3830	1423
729	3835	1418
730	3839	1412
731	3843	1407
732	3849	1402
733	3853	1396
734	3857	1390
735	3863	1385
736	3868	1380
737	3873	1374
738	3878	1369
739	3887	1365
740	3895	1361
741	3906	1358
742	3913	1353
743	3919	1348
744	3923	1343
745	3931	1338
746	3936	1333
747	3942	1328
748	3949	1323
749	3955	1318
750	3963	1314
751	3968	1308
752	3972	1303
753	3978	1298
754	3983	1292
755	3987	1287
756	3993	1281
757	3997	1276
758	4001	1270
759	4007	1265
760	4011	1259
761	4016	1254
762	4020	1248
763	4025	1243
764	4029	1237
765	4033	1232
766	4038	1226
767	4042	1221
768	4047	1215
769	4051	1210
770	4055	1204
771	4061	1199
772	4065	1193
773	4070	1188
774	4076	1183
775	4080	1177
776	4084	1172
777	4090	1167
778	4094	1161
779	4098	1155
780	4103	1150
781	4107	1145
782	4111	1139
783	4116	1134
784	4121	1128
785	4125	1123
786	4129	1117
787	4136	1112
788	4142	1107
789	4149	1103
790	4167	1101
791	4173	1096
792	4179	1090
793	4184	1085
794	4189	1080
795	4194	1074
796	4211	1072
797	4216	1067
798	4221	1061
799	4225	1056
800	4229	1050
801	4234	1045
802	4239	1039
803	4244	1034
804	4250	1029
805	4255	1024
806	4262	1019
807	4268	1014
808	4273	1009
809	4278	1003
810	4284	998
811	4289	993
812	4295	987
813	4301	982
814	4306	977
815	4312	972
816	4317	967
817	4323	961
818	4330	957
819	4336	951
820	4341	946
821	4346	941
822	4351	935
823	4356	930
824	4362	925
825	4367	919
826	4371	914
827	4376	909
828	4380	903
829	4385	898
830	4389	892
831	4393	887
832	4398	881
833	4402	876
834	4408	871
835	4412	865
836	4416	860
837	4420	854
838	4425	849
839	4429	843
840	4434	838
841	4438	832
842	4443	827
843	4447	821
844	4451	816
845	4455	811
846	4460	805
847	4465	800
848	4470	795
849	4475	789
850	4479	784
851	4482	778
852	4487	773
853	4492	768
854	4497	762
855	4500	757
856	4506	751
857	4510	746
858	4514	741
859	4519	735
860	4523	730
861	4527	724
862	4531	719
863	4536	714
864	4540	708
865	4544	703
866	4548	697
867	4553	692
868	4557	687
869	4561	681
870	4565	676
871	4570	670
872	4574	665
873	4578	659
874	4583	654
875	4588	649
876	4592	644
877	4596	638
878	4601	633
879	4605	627
880	4609	622
881	4615	617
882	4621	612
883	4625	606
884	4630	601
885	4635	596
886	4642	591
887	4660	587
888	4671	583
889	4675	577
890	4683	572
891	4689	567
892	4695	562
893	4705	557
894	4711	552
895	4719	547
896	4723	542
897	4730	537
898	4735	532
899	4748	527
900	4755	522
901	4760	517
902	4765	511
903	4771	506
904	4778	501
905	4784	496
906	4788	491
907	4794	485
908	4798	480
909	4802	475
910	4807	469
911	4812	464
912	4815	458
913	4820	453
914	4825	448
915	4829	442
916	4834	437
917	4839	432
918	4842	426
919	4846	421
920	4851	416
921	4857	410
922	4861	405
923	4866	400
924	4870	394
925	4874	389
926	4878	384
927	4883	378
928	4889	373
929	4895	368
930	4901	363
931	4906	358
932	4913	352
933	4918	347
934	4925	342
935	4930	337
936	4934	331
937	4939	326
938	4943	321
939	4948	315
940	4953	310
941	4957	305
942	4962	299
943	4966	294
944	4970	289
945	4974	283
946	4978	278
947	4982	273
948	5001	268
949	5004	263
950	5008	258
951	5012	252
952	5017	247
953	5021	242
954	5025	236
955	5029	231
956	5034	226
957	5038	220
958	5042	215
959	5048	210
960	5052	205
961	5056	199
962	5061	194
963	5067	189
964	5071	183
965	5076	178
966	5080	173
967	5084	168
968	5089	162
969	5094	157
970	5099	152
971	5102	146
972	5108	141
973	5112	136
974	5117	131
975	5121	125
976	5126	120
977	5130	115
978	5173	110
979	5190	105
980	5199	100
981	5204	95
982	5211	90
983	5220	84
984	5232	79
985	5237	74
986	5243	69
987	5247	63
988	5252	58
989	5271	53
990	5277	47
991	5282	42
992	5288	37
993	5293	31
994	5297	26
995	5303	21
996	5308	15
997	5312	10
998	5317	5
999	5322	0
