iter	Passed	Remaining
233	1105	7776
234	1109	7764
235	1112	7747
236	1115	7731
237	1118	7715
238	1121	7702
239	1125	7688
240	1128	7673
241	1131	7659
242	1134	7644
243	1138	7635
244	1142	7624
245	1145	7610
246	1148	7595
247	1152	7583
248	1156	7572
249	1159	7559
250	1162	7544
251	1165	7530
252	1169	7522
253	1173	7509
254	1176	7494
255	1179	7480
256	1182	7468
257	1186	7457
258	1189	7443
259	1192	7429
260	1195	7415
261	1199	7405
262	1202	7393
263	1206	7383
264	1209	7372
265	1214	7369
266	1218	7358
267	1220	7343
268	1223	7329
269	1227	7317
270	1230	7306
271	1233	7294
272	1236	7280
273	1240	7268
274	1243	7259
275	1248	7253
276	1251	7241
277	1254	7230
278	1257	7218
279	1261	7211
280	1265	7200
281	1268	7187
282	1271	7175
283	1275	7167
284	1278	7157
285	1282	7146
286	1286	7139
287	1289	7128
288	1293	7122
289	1297	7111
290	1300	7099
291	1303	7088
292	1307	7079
293	1310	7071
294	1314	7061
295	1317	7052
296	1322	7046
297	1326	7040
298	1330	7036
299	1334	7028
300	1339	7024
301	1343	7020
302	1347	7012
303	1350	7001
304	1354	6993
305	1357	6982
306	1360	6971
307	1364	6961
308	1367	6953
309	1372	6949
310	1375	6941
311	1379	6932
312	1383	6928
313	1388	6923
314	1392	6918
315	1396	6912
316	1400	6906
317	1404	6898
318	1408	6891
319	1412	6885
320	1416	6881
321	1421	6876
322	1425	6872
323	1429	6867
324	1433	6859
325	1437	6854
326	1441	6845
327	1445	6840
328	1449	6832
329	1453	6828
330	1457	6822
331	1462	6819
332	1466	6812
333	1470	6805
334	1474	6802
335	1479	6796
336	1482	6789
337	1488	6788
338	1492	6784
339	1496	6777
340	1499	6769
341	1503	6761
342	1506	6752
343	1510	6742
344	1513	6734
345	1516	6724
346	1520	6716
347	1523	6707
348	1527	6699
349	1530	6691
350	1534	6682
351	1537	6675
352	1541	6668
353	1545	6663
354	1549	6654
355	1553	6649
356	1556	6642
357	1560	6632
358	1563	6622
359	1566	6614
360	1570	6607
361	1573	6598
362	1576	6588
363	1579	6579
364	1583	6572
365	1586	6564
366	1590	6555
367	1593	6546
368	1596	6538
369	1600	6531
370	1604	6524
371	1607	6517
372	1611	6511
373	1616	6507
374	1619	6501
375	1623	6493
376	1626	6485
377	1631	6481
378	1634	6473
379	1638	6466
380	1641	6458
381	1645	6451
382	1648	6443
383	1652	6436
384	1655	6427
385	1659	6423
386	1663	6417
387	1667	6410
388	1670	6403
389	1674	6397
390	1678	6392
391	1681	6384
392	1685	6378
393	1689	6373
394	1693	6367
395	1697	6360
396	1701	6354
397	1705	6350
398	1709	6345
399	1713	6339
400	1717	6334
401	1722	6331
402	1726	6326
403	1729	6318
404	1733	6313
405	1737	6309
406	1741	6303
407	1745	6296
408	1748	6287
409	1751	6278
410	1754	6271
411	1757	6263
412	1761	6255
413	1764	6246
414	1768	6241
415	1771	6234
416	1774	6226
417	1777	6218
418	1780	6209
419	1784	6203
420	1787	6195
421	1791	6189
422	1794	6181
423	1798	6175
424	1801	6168
425	1804	6160
426	1808	6152
427	1811	6145
428	1815	6139
429	1818	6131
430	1821	6124
431	1825	6117
432	1828	6109
433	1831	6103
434	1835	6095
435	1838	6088
436	1841	6079
437	1844	6072
438	1848	6067
439	1851	6060
440	1854	6052
441	1857	6044
442	1861	6039
443	1865	6032
444	1868	6024
445	1871	6017
446	1874	6009
447	1878	6003
448	1881	5997
449	1885	5990
450	1888	5982
451	1891	5975
452	1894	5969
453	1897	5961
454	1900	5953
455	1903	5944
456	1906	5937
457	1910	5932
458	1914	5925
459	1917	5918
460	1920	5910
461	1923	5904
462	1927	5898
463	1930	5891
464	1933	5883
465	1936	5876
466	1940	5871
467	1944	5865
468	1946	5857
469	1949	5849
470	1952	5842
471	1957	5839
472	1960	5831
473	1963	5825
474	1970	5828
475	1973	5822
476	1977	5815
477	1980	5808
478	1983	5801
479	1987	5796
480	1990	5788
481	1993	5781
482	1996	5774
483	1999	5767
484	2003	5761
485	2006	5754
486	2008	5746
487	2011	5738
488	2014	5729
489	2017	5722
490	2020	5714
491	2023	5707
492	2025	5699
493	2028	5691
494	2031	5683
495	2034	5676
496	2037	5669
497	2039	5661
498	2042	5653
499	2045	5645
500	2049	5640
501	2052	5633
502	2054	5625
503	2057	5617
504	2060	5609
505	2063	5602
506	2066	5596
507	2069	5588
508	2072	5581
509	2074	5573
510	2077	5565
511	2080	5559
512	2083	5551
513	2086	5544
514	2088	5536
515	2091	5527
516	2093	5519
517	2096	5512
518	2099	5504
519	2101	5496
520	2104	5488
521	2106	5480
522	2109	5472
523	2111	5465
524	2114	5458
525	2117	5451
526	2120	5444
527	2123	5437
528	2126	5430
529	2129	5424
530	2132	5418
531	2135	5410
532	2138	5403
533	2140	5395
534	2144	5390
535	2146	5383
536	2149	5375
537	2152	5368
538	2154	5361
539	2157	5354
540	2160	5348
541	2163	5341
542	2166	5334
543	2168	5326
544	2172	5321
545	2176	5316
546	2180	5312
547	2183	5308
548	2187	5302
549	2191	5299
550	2195	5295
551	2199	5290
552	2203	5287
553	2207	5284
554	2211	5279
555	2215	5275
556	2219	5271
557	2224	5270
558	2228	5267
559	2232	5262
560	2237	5259
561	2241	5255
562	2245	5251
563	2249	5248
564	2253	5245
565	2257	5241
566	2261	5237
567	2266	5235
568	2271	5232
569	2275	5229
570	2279	5225
571	2284	5224
572	2288	5221
573	2293	5217
574	2298	5216
575	2304	5216
576	2309	5214
577	2313	5212
578	2318	5208
579	2322	5204
580	2326	5200
581	2330	5197
582	2348	5224
583	2352	5220
584	2356	5216
585	2360	5212
586	2364	5208
587	2368	5204
588	2372	5200
589	2376	5197
590	2381	5193
591	2385	5190
592	2391	5189
593	2394	5184
594	2398	5180
595	2402	5176
596	2407	5174
597	2411	5169
598	2415	5164
599	2418	5160
600	2422	5156
601	2426	5151
602	2429	5145
603	2433	5140
604	2437	5137
605	2441	5133
606	2445	5128
607	2449	5125
608	2454	5121
609	2457	5116
610	2460	5110
611	2463	5104
612	2467	5099
613	2470	5094
614	2473	5088
615	2477	5084
616	2482	5081
617	2487	5078
618	2505	5103
619	2508	5098
620	2512	5093
621	2515	5088
622	2520	5084
623	2523	5080
624	2527	5075
625	2531	5071
626	2535	5066
627	2538	5061
628	2543	5058
629	2547	5054
630	2550	5049
631	2554	5044
632	2557	5039
633	2562	5035
634	2566	5031
635	2569	5026
636	2574	5023
637	2579	5021
638	2583	5017
639	2587	5012
640	2592	5010
641	2595	5005
642	2599	5001
643	2604	4997
644	2608	4994
645	2611	4989
646	2615	4983
647	2619	4979
648	2623	4975
649	2626	4970
650	2630	4966
651	2634	4961
652	2638	4958
653	2641	4952
654	2645	4947
655	2649	4943
656	2653	4938
657	2656	4933
658	2660	4928
659	2663	4923
660	2667	4920
661	2671	4915
662	2675	4910
663	2679	4906
664	2683	4902
665	2686	4897
666	2690	4893
667	2695	4890
668	2700	4888
669	2707	4889
670	2712	4887
671	2716	4882
672	2720	4879
673	2724	4875
674	2729	4872
675	2733	4867
676	2736	4862
677	2739	4857
678	2745	4855
679	2749	4851
680	2753	4847
681	2757	4843
682	2761	4839
683	2764	4834
684	2768	4830
685	2772	4826
686	2776	4821
687	2779	4815
688	2782	4810
689	2785	4804
690	2789	4799
691	2792	4794
692	2795	4789
693	2798	4783
694	2802	4778
695	2806	4774
696	2809	4768
697	2812	4762
698	2814	4755
699	2817	4750
700	2821	4745
701	2824	4739
702	2827	4733
703	2829	4726
704	2832	4720
705	2835	4715
706	2838	4709
707	2840	4702
708	2843	4696
709	2846	4690
710	2848	4683
711	2851	4678
712	2854	4672
713	2857	4665
714	2859	4659
715	2862	4652
716	2864	4646
717	2867	4641
718	2870	4635
719	2872	4628
720	2875	4622
721	2878	4616
722	2880	4610
723	2883	4604
724	2886	4598
725	2888	4591
726	2891	4585
727	2893	4579
728	2896	4572
729	2899	4567
730	2902	4561
731	2904	4555
732	2908	4550
733	2911	4545
734	2914	4540
735	2917	4534
736	2920	4528
737	2923	4523
738	2925	4517
739	2928	4511
740	2931	4506
741	2934	4500
742	2937	4495
743	2940	4489
744	2943	4484
745	2947	4480
746	2950	4474
747	2953	4469
748	2956	4465
749	2960	4460
750	2964	4456
751	2967	4451
752	2970	4445
753	2973	4440
754	2976	4435
755	2980	4431
756	2983	4426
757	2986	4420
758	2989	4415
759	2993	4411
760	2997	4407
761	3000	4401
762	3003	4396
763	3006	4391
764	3010	4387
765	3013	4382
766	3016	4376
767	3018	4371
768	3021	4365
769	3025	4361
770	3028	4356
771	3031	4351
772	3035	4346
773	3038	4341
774	3042	4337
775	3045	4332
776	3048	4327
777	3051	4321
778	3055	4317
779	3058	4313
780	3061	4308
781	3064	4302
782	3067	4297
783	3071	4294
784	3074	4289
785	3077	4284
786	3080	4278
787	3084	4274
788	3088	4269
789	3091	4265
790	3094	4260
791	3097	4255
792	3102	4252
793	3105	4248
794	3109	4243
795	3112	4239
796	3116	4235
797	3120	4231
798	3124	4226
799	3127	4222
800	3130	4217
801	3135	4214
802	3138	4209
803	3142	4205
804	3145	4200
805	3149	4196
806	3152	4192
807	3156	4187
808	3159	4182
809	3162	4178
810	3166	4174
811	3169	4169
812	3173	4165
813	3176	4160
814	3181	4156
815	3184	4152
816	3188	4148
817	3192	4145
818	3197	4141
819	3200	4137
820	3205	4134
821	3209	4130
822	3213	4127
823	3217	4123
824	3221	4119
825	3225	4116
826	3230	4112
827	3233	4108
828	3236	4103
829	3241	4100
830	3246	4098
831	3250	4094
832	3255	4092
833	3260	4088
834	3264	4085
835	3269	4082
836	3274	4080
837	3278	4076
838	3282	4072
839	3287	4070
840	3292	4067
841	3296	4063
842	3301	4060
843	3305	4057
844	3309	4053
845	3312	4048
846	3316	4044
847	3320	4041
848	3324	4037
849	3328	4032
850	3333	4030
851	3337	4026
852	3341	4023
853	3345	4019
854	3351	4017
855	3354	4013
856	3359	4009
857	3363	4006
858	3367	4002
859	3371	3998
860	3374	3994
861	3378	3990
862	3382	3986
863	3386	3982
864	3390	3977
865	3394	3974
866	3397	3970
867	3401	3966
868	3405	3962
869	3409	3958
870	3413	3954
871	3417	3950
872	3421	3946
873	3426	3944
874	3430	3940
875	3434	3936
876	3438	3932
877	3443	3929
878	3446	3925
879	3450	3920
880	3453	3916
881	3458	3913
882	3462	3909
883	3466	3905
884	3471	3903
885	3475	3898
886	3478	3894
887	3481	3889
888	3484	3884
889	3489	3881
890	3492	3876
891	3495	3872
892	3499	3867
893	3503	3863
894	3506	3859
895	3509	3854
896	3513	3850
897	3516	3845
898	3520	3841
899	3523	3836
900	3526	3831
901	3529	3826
902	3533	3823
903	3536	3818
904	3540	3813
905	3543	3809
906	3546	3805
907	3550	3800
908	3553	3795
909	3556	3791
910	3559	3786
911	3574	3794
912	3579	3790
913	3583	3787
914	3587	3783
915	3590	3779
916	3595	3776
917	3599	3772
918	3603	3768
919	3607	3763
920	3611	3760
921	3614	3755
922	3618	3751
923	3622	3747
924	3626	3744
925	3630	3739
926	3633	3735
927	3636	3730
928	3641	3727
929	3644	3723
930	3648	3718
931	3651	3714
932	3654	3709
933	3658	3705
934	3662	3701
935	3665	3696
936	3668	3691
937	3672	3687
938	3675	3683
939	3678	3678
940	3681	3674
941	3685	3669
942	3689	3666
943	3694	3662
944	3697	3658
945	3700	3653
946	3705	3650
947	3708	3646
948	3712	3641
949	3715	3637
950	3719	3633
951	3723	3629
952	3726	3624
953	3730	3621
954	3734	3617
955	3738	3613
956	3741	3608
957	3744	3604
958	3749	3600
959	3752	3596
960	3756	3591
961	3759	3587
962	3763	3583
963	3767	3580
964	3771	3575
965	3774	3571
966	3778	3567
967	3783	3564
968	3786	3560
969	3790	3555
970	3794	3552
971	3798	3548
972	3801	3544
973	3805	3540
974	3809	3535
975	3813	3532
976	3816	3527
977	3820	3523
978	3823	3519
979	3827	3515
980	3831	3510
981	3834	3506
982	3839	3503
983	3865	3519
984	3869	3515
985	3873	3512
986	3877	3508
987	3881	3504
988	3885	3500
989	3890	3497
990	3894	3493
991	3897	3489
992	3901	3484
993	3905	3480
994	3908	3476
995	3912	3472
996	3915	3467
997	3918	3463
998	3922	3459
999	3925	3454
1000	3929	3450
1001	3932	3445
1002	3936	3442
1003	3939	3437
1004	3943	3433
1005	3947	3429
1006	3950	3425
1007	3954	3420
1008	3958	3417
1009	3962	3412
1010	3966	3408
1011	3970	3405
1012	3973	3400
1013	3976	3396
1014	3980	3392
1015	3984	3388
1016	3987	3383
1017	3991	3379
1018	3994	3375
1019	3998	3371
1020	4001	3366
1021	4004	3362
1022	4008	3357
1023	4012	3354
1024	4016	3350
1025	4019	3345
1026	4023	3341
1027	4027	3338
1028	4031	3334
1029	4034	3329
1030	4038	3325
1031	4043	3322
1032	4047	3318
1033	4050	3314
1034	4054	3309
1035	4058	3306
1036	4062	3302
1037	4066	3298
1038	4070	3295
1039	4075	3292
1040	4079	3288
1041	4083	3284
1042	4088	3280
1043	4097	3281
1044	4101	3277
1045	4106	3274
1046	4110	3270
1047	4113	3265
1048	4116	3261
1049	4120	3256
1050	4123	3252
1051	4127	3248
1052	4132	3245
1053	4136	3241
1054	4140	3238
1055	4145	3234
1056	4149	3230
1057	4153	3227
1058	4157	3222
1059	4160	3218
1060	4163	3213
1061	4167	3209
1062	4170	3205
1063	4173	3201
1064	4177	3196
1065	4180	3192
1066	4184	3188
1067	4188	3184
1068	4191	3179
1069	4195	3175
1070	4200	3173
1071	4204	3169
1072	4208	3165
1073	4214	3162
1074	4217	3158
1075	4221	3154
1076	4224	3149
1077	4227	3145
1078	4231	3141
1079	4234	3136
1080	4237	3132
1081	4241	3128
1082	4245	3124
1083	4249	3120
1084	4252	3116
1085	4256	3111
1086	4261	3108
1087	4265	3104
1088	4269	3101
1089	4274	3098
1090	4278	3093
1091	4281	3089
1092	4285	3086
1093	4290	3082
1094	4294	3078
1095	4298	3074
1096	4302	3070
1097	4307	3067
1098	4310	3063
1099	4314	3059
1100	4317	3055
1101	4322	3051
1102	4325	3047
1103	4329	3043
1104	4333	3039
1105	4337	3035
1106	4341	3031
1107	4345	3028
1108	4350	3024
1109	4354	3020
1110	4358	3016
1111	4362	3012
1112	4366	3009
1113	4370	3005
1114	4374	3001
1115	4378	2997
1116	4382	2993
1117	4386	2989
1118	4390	2985
1119	4393	2981
1120	4398	2977
1121	4401	2973
1122	4405	2969
1123	4408	2965
1124	4411	2960
1125	4415	2956
1126	4418	2952
1127	4422	2948
1128	4425	2943
1129	4429	2939
1130	4432	2935
1131	4435	2930
1132	4438	2926
1133	4441	2921
1134	4446	2918
1135	4449	2914
1136	4452	2909
1137	4456	2905
1138	4461	2902
1139	4464	2898
1140	4467	2893
1141	4470	2889
1142	4474	2884
1143	4477	2880
1144	4479	2875
1145	4482	2871
1146	4485	2866
1147	4488	2861
1148	4491	2857
1149	4494	2852
1150	4496	2848
1151	4499	2843
1152	4502	2839
1153	4505	2834
1154	4508	2830
1155	4511	2825
1156	4514	2820
1157	4517	2816
1158	4519	2811
1159	4523	2807
1160	4526	2803
1161	4528	2798
1162	4531	2793
1163	4534	2789
1164	4537	2784
1165	4540	2780
1166	4543	2775
1167	4545	2771
1168	4548	2766
1169	4551	2761
1170	4554	2757
1171	4557	2752
1172	4560	2748
1173	4562	2743
1174	4565	2739
1175	4568	2734
1176	4571	2730
1177	4574	2725
1178	4577	2721
1179	4580	2717
1180	4584	2713
1181	4590	2710
1182	4593	2706
1183	4596	2702
1184	4600	2697
1185	4603	2693
1186	4606	2689
1187	4610	2685
1188	4613	2681
1189	4616	2677
1190	4620	2672
1191	4623	2668
1192	4627	2664
1193	4630	2660
1194	4634	2656
1195	4637	2652
1196	4640	2647
1197	4643	2643
1198	4647	2639
1199	4650	2635
1200	4653	2630
1201	4656	2626
1202	4659	2622
1203	4663	2618
1204	4667	2614
1205	4670	2610
1206	4673	2605
1207	4677	2601
1208	4694	2605
1209	4698	2601
1210	4701	2597
1211	4704	2593
1212	4708	2588
1213	4712	2585
1214	4714	2580
1215	4718	2576
1216	4721	2571
1217	4724	2567
1218	4728	2563
1219	4731	2559
1220	4734	2555
1221	4737	2551
1222	4741	2547
1223	4744	2542
1224	4747	2538
1225	4750	2534
1226	4753	2529
1227	4757	2525
1228	4759	2521
1229	4762	2516
1230	4765	2512
1231	4769	2508
1232	4781	2509
1233	4785	2505
1234	4789	2501
1235	4792	2497
1236	4795	2492
1237	4799	2488
1238	4802	2484
1239	4806	2480
1240	4809	2476
1241	4813	2472
1242	4816	2468
1243	4821	2464
1244	4824	2460
1245	4828	2456
1246	4831	2452
1247	4834	2448
1248	4838	2444
1249	4841	2440
1250	4844	2435
1251	4847	2431
1252	4851	2427
1253	4855	2423
1254	4859	2420
1255	4863	2416
1256	4868	2412
1257	4878	2412
1258	4884	2409
1259	4889	2406
1260	4894	2402
1261	4900	2399
1262	4905	2396
1263	4909	2392
1264	4914	2389
1265	4918	2385
1266	4922	2381
1267	4926	2377
1268	4932	2374
1269	4937	2371
1270	4943	2368
1271	4947	2364
1272	4950	2360
1273	4954	2356
1274	4958	2353
1275	4962	2349
1276	4966	2345
1277	4970	2341
1278	4974	2337
1279	4978	2333
1280	4982	2329
1281	4986	2325
1282	4990	2322
1283	4994	2318
1284	4998	2314
1285	5002	2310
1286	5006	2306
1287	5010	2303
1288	5014	2299
1289	5018	2295
1290	5023	2291
1291	5026	2287
1292	5030	2283
1293	5034	2279
1294	5039	2276
1295	5043	2272
1296	5046	2268
1297	5050	2264
1298	5055	2261
1299	5059	2257
1300	5063	2253
1301	5067	2249
1302	5072	2246
1303	5076	2242
1304	5082	2239
1305	5086	2235
1306	5090	2231
1307	5094	2227
1308	5114	2230
1309	5118	2227
1310	5121	2222
1311	5125	2218
1312	5129	2215
1313	5133	2211
1314	5137	2207
1315	5141	2203
1316	5147	2200
1317	5152	2197
1318	5156	2193
1319	5205	2208
1320	5210	2204
1321	5214	2200
1322	5217	2196
1323	5220	2192
1324	5224	2188
1325	5228	2184
1326	5232	2180
1327	5236	2176
1328	5240	2172
1329	5244	2168
1330	5248	2164
1331	5252	2160
1332	5256	2157
1333	5260	2153
1334	5264	2148
1335	5267	2144
1336	5271	2141
1337	5275	2136
1338	5277	2132
1339	5281	2128
1340	5284	2124
1341	5287	2119
1342	5290	2115
1343	5293	2111
1344	5296	2106
1345	5299	2102
1346	5302	2098
1347	5305	2093
1348	5308	2089
1349	5310	2085
1350	5313	2080
1351	5316	2076
1352	5319	2072
1353	5322	2067
1354	5325	2063
1355	5328	2058
1356	5331	2054
1357	5350	2056
1358	5353	2052
1359	5355	2047
1360	5358	2043
1361	5361	2038
1362	5364	2034
1363	5367	2030
1364	5370	2026
1365	5372	2021
1366	5375	2017
1367	5378	2012
1368	5382	2008
1369	5385	2004
1370	5388	2000
1371	5391	1996
1372	5394	1992
1373	5439	2003
1374	5442	1998
1375	5446	1994
1376	5449	1990
1377	5452	1986
1378	5455	1982
1379	5458	1977
1380	5462	1973
1381	5464	1969
1382	5468	1965
1383	5471	1960
1384	5473	1956
1385	5477	1952
1386	5480	1947
1387	5482	1943
1388	5485	1939
1389	5488	1934
1390	5492	1930
1391	5494	1926
1392	5497	1922
1393	5500	1917
1394	5503	1913
1395	5506	1908
1396	5509	1904
1397	5512	1900
1398	5514	1896
1399	5517	1891
1400	5520	1887
1401	5524	1883
1402	5527	1879
1403	5530	1875
1404	5533	1870
1405	5536	1866
1406	5540	1862
1407	5543	1858
1408	5546	1854
1409	5549	1849
1410	5553	1845
1411	5556	1841
1412	5559	1837
1413	5563	1833
1414	5566	1829
1415	5570	1825
1416	5574	1821
1417	5577	1817
1418	5581	1813
1419	5585	1809
1420	5604	1810
1421	5607	1806
1422	5610	1801
1423	5613	1797
1424	5616	1793
1425	5620	1789
1426	5623	1785
1427	5626	1781
1428	5629	1776
1429	5633	1772
1430	5636	1768
1431	5639	1764
1432	5642	1760
1433	5645	1755
1434	5650	1752
1435	5654	1748
1436	5657	1744
1437	5661	1740
1438	5666	1736
1439	5669	1732
1440	5673	1728
1441	5676	1724
1442	5680	1720
1443	5683	1716
1444	5687	1712
1445	5690	1707
1446	5693	1703
1447	5698	1699
1448	5701	1695
1449	5704	1691
1450	5709	1687
1451	5713	1684
1452	5716	1679
1453	5719	1675
1454	5723	1671
1455	5727	1667
1456	5731	1663
1457	5734	1659
1458	5737	1655
1459	5741	1651
1460	5745	1647
1461	5748	1643
1462	5752	1639
1463	5755	1635
1464	5759	1631
1465	5763	1627
1466	5767	1623
1467	5771	1619
1468	5775	1615
1469	5779	1611
1470	5783	1607
1471	5786	1603
1472	5791	1600
1473	5795	1596
1474	5798	1592
1475	5802	1588
1476	5806	1584
1477	5810	1580
1478	5813	1576
1479	5817	1572
1480	5821	1568
1481	5824	1564
1482	5827	1560
1483	5831	1556
1484	5836	1552
1485	5840	1548
1486	5844	1544
1487	5848	1540
1488	5853	1537
1489	5857	1533
1490	5860	1529
1491	5864	1525
1492	5868	1521
1493	5872	1517
1494	5876	1513
1495	5880	1509
1496	5884	1505
1497	5887	1501
1498	5891	1497
1499	5894	1493
1500	5899	1489
1501	5902	1485
1502	5906	1481
1503	5911	1477
1504	5914	1473
1505	5918	1469
1506	5921	1465
1507	5925	1461
1508	5929	1457
1509	5933	1453
1510	5936	1449
1511	5940	1445
1512	5944	1441
1513	5947	1437
1514	5951	1433
1515	5971	1433
1516	5975	1429
1517	5979	1425
1518	5982	1421
1519	5985	1417
1520	5989	1413
1521	5992	1409
1522	5996	1405
1523	5999	1401
1524	6002	1397
1525	6007	1393
1526	6010	1389
1527	6014	1385
1528	6018	1381
1529	6046	1383
1530	6050	1379
1531	6054	1375
1532	6058	1371
1533	6062	1367
1534	6065	1363
1535	6069	1359
1536	6073	1355
1537	6076	1351
1538	6080	1347
1539	6083	1343
1540	6088	1339
1541	6091	1335
1542	6095	1331
1543	6099	1327
1544	6103	1323
1545	6106	1319
1546	6110	1315
1547	6113	1311
1548	6117	1307
1549	6120	1303
1550	6122	1298
1551	6125	1294
1552	6128	1290
1553	6132	1286
1554	6135	1282
1555	6139	1278
1556	6142	1274
1557	6146	1270
1558	6149	1266
1559	6152	1261
1560	6155	1257
1561	6158	1253
1562	6162	1249
1563	6165	1245
1564	6168	1241
1565	6171	1237
1566	6175	1233
1567	6207	1235
1568	6210	1231
1569	6214	1227
1570	6217	1223
1571	6221	1218
1572	6225	1215
1573	6229	1211
1574	6233	1207
1575	6237	1203
1576	6242	1199
1577	6246	1195
1578	6251	1191
1579	6256	1187
1580	6260	1183
1581	6263	1179
1582	6281	1178
1583	6285	1174
1584	6289	1170
1585	6294	1166
1586	6297	1162
1587	6301	1158
1588	6305	1154
1589	6309	1150
1590	6312	1146
1591	6316	1142
1592	6320	1138
1593	6324	1134
1594	6327	1130
1595	6331	1126
1596	6335	1122
1597	6339	1118
1598	6344	1114
1599	6347	1110
1600	6353	1107
1601	6357	1103
1602	6361	1099
1603	6365	1095
1604	6369	1091
1605	6373	1087
1606	6376	1083
1607	6381	1079
1608	6384	1075
1609	6388	1071
1610	6391	1067
1611	6396	1063
1612	6399	1059
1613	6402	1055
1614	6405	1051
1615	6409	1047
1616	6413	1043
1617	6417	1039
1618	6421	1035
1619	6424	1031
1620	6429	1027
1621	6432	1023
1622	6435	1019
1623	6439	1015
1624	6444	1011
1625	6447	1007
1626	6451	1003
1627	6455	999
1628	6460	995
1629	6464	991
1630	6469	987
1631	6473	983
1632	6477	979
1633	6481	975
1634	6484	971
1635	6489	967
1636	6493	963
1637	6498	960
1638	6503	956
1639	6506	952
1640	6509	948
1641	6513	944
1642	6516	940
1643	6521	936
1644	6525	932
1645	6528	928
1646	6531	924
1647	6536	920
1648	6539	916
1649	6543	912
1650	6546	908
1651	6551	904
1652	6558	900
1653	6562	896
1654	6566	892
1655	6570	888
1656	6574	884
1657	6577	880
1658	6582	876
1659	6585	872
1660	6589	868
1661	6592	864
1662	6596	860
1663	6600	856
1664	6604	852
1665	6608	848
1666	6612	844
1667	6616	840
1668	6619	836
1669	6623	832
1670	6627	828
1671	6631	824
1672	6634	820
1673	6637	816
1674	6641	812
1675	6644	808
1676	6647	804
1677	6650	800
1678	6653	796
1679	6658	792
1680	6662	788
1681	6665	784
1682	6668	780
1683	6672	776
1684	6676	772
1685	6679	768
1686	6682	764
1687	6686	760
1688	6689	756
1689	6692	752
1690	6695	748
1691	6698	744
1692	6702	740
1693	6706	736
