iter	Passed	Remaining
1694	6710	732
1695	6712	728
1696	6716	724
1697	6720	720
1698	6723	716
1699	6726	712
1700	6729	708
1701	6733	704
1702	6737	700
1703	6740	696
1704	6743	692
1705	6746	688
1706	6749	684
1707	6760	680
1708	6763	676
1709	6767	672
1710	6770	668
1711	6773	664
1712	6777	660
1713	6780	656
1714	6784	652
1715	6787	648
1716	6790	644
1717	6793	640
1718	6796	636
1719	6799	632
1720	6802	628
1721	6805	624
1722	6808	620
1723	6810	616
1724	6814	612
1725	6816	608
1726	6819	604
1727	6822	600
1728	6824	596
1729	6827	592
1730	6830	587
1731	6833	583
1732	6836	579
1733	6838	575
1734	6841	571
1735	6843	567
1736	6846	563
1737	6850	559
1738	6852	555
1739	6855	551
1740	6858	547
1741	6860	543
1742	6864	539
1743	6866	535
1744	6869	531
1745	6871	527
1746	6874	523
1747	6877	519
1748	6880	515
1749	6882	511
1750	6885	507
1751	6888	503
1752	6890	499
1753	6894	495
1754	6897	491
1755	6899	487
1756	6902	483
1757	6905	479
1758	6908	475
1759	6911	471
1760	6913	467
1761	6916	463
1762	6919	459
1763	6922	455
1764	6925	451
1765	6928	447
1766	6930	443
1767	6933	439
1768	6935	435
1769	6938	431
1770	6941	427
1771	6944	423
1772	6947	419
1773	6950	415
1774	6955	411
1775	6985	409
1776	6989	405
1777	6993	401
1778	6996	397
1779	7000	393
1780	7003	389
1781	7007	385
1782	7010	381
1783	7013	377
1784	7016	373
1785	7021	369
1786	7024	365
1787	7028	361
1788	7032	357
1789	7037	353
1790	7041	349
1791	7045	345
1792	7049	342
1793	7053	338
1794	7057	334
1795	7061	330
1796	7064	326
1797	7068	322
1798	7072	318
1799	7076	314
1800	7079	310
1801	7083	306
1802	7087	302
1803	7090	298
1804	7094	294
1805	7099	290
1806	7104	286
1807	7108	283
1808	7113	279
1809	7117	275
1810	7120	271
1811	7124	267
1812	7129	263
1813	7133	259
1814	7136	255
1815	7140	251
1816	7144	247
1817	7148	243
1818	7151	239
1819	7154	235
1820	7158	231
1821	7162	228
1822	7165	224
1823	7168	220
1824	7172	216
1825	7176	212
1826	7180	208
1827	7183	204
1828	7187	200
1829	7191	196
1830	7195	192
1831	7198	188
1832	7202	184
1833	7206	180
1834	7209	176
1835	7213	172
1836	7216	168
1837	7219	164
1838	7224	161
1839	7227	157
1840	7230	153
1841	7233	149
1842	7237	145
1843	7241	141
1844	7244	137
1845	7248	133
1846	7252	129
1847	7256	125
1848	7260	121
1849	7264	117
1850	7268	113
1851	7272	109
1852	7275	106
1853	7278	102
1854	7281	98
1855	7286	94
1856	7289	90
1857	7292	86
1858	7296	82
1859	7300	78
1860	7303	74
1861	7307	70
1862	7310	66
1863	7313	62
1864	7317	58
1865	7321	54
1866	7325	51
1867	7328	47
1868	7333	43
1869	7336	39
1870	7339	35
1871	7343	31
1872	7346	27
1873	7350	23
1874	7353	19
1875	7357	15
1876	7360	11
1877	7364	7
1878	7367	3
1879	7370	0
